Mg-glutamate,K-glutamate,Amino acid,Spermidine,3-PGA,NTPs,PEG-8000,DNA,predict_yield,pi,ei,ucb
3.0,66.39999999999999,1.5075,1.0050000000000001,45.0,4.5,0.0,10.0,3.060800437996903,0.6165084536587065,0.09275117444498032,3.881845915351045
1.5,66.39999999999999,2.25,0.75,60.300000000000004,4.5,0.0,8.299999999999999,2.9405129780810455,0.3514689833927395,0.044482348628649915,3.8787491805574295
2.0100000000000002,66.39999999999999,1.5075,0.495,74.7,4.5,1.5,10.0,3.067335861642249,0.6338308673038675,0.09575883909588184,3.8741655342686747
1.5,66.39999999999999,1.5075,1.5,74.7,4.5,3.0,10.0,2.5602176351322328,0.04096278158778364,0.004310616217367197,3.8585468889557784
0.0,66.39999999999999,0.7425,0.75,60.300000000000004,4.5,3.0,10.0,2.8190827801160765,0.17654443637834466,0.019804046296977053,3.8579215475738518
2.4899999999999998,80.0,0.0,0.0,90.0,4.5,2.4899999999999998,5.0,1.993239375300675,0.0029731260206246955,0.000332263825459683,3.8447426618878424
0.99,0.0,2.25,0.75,90.0,4.5,0.0,5.0,2.1450651177274835,0.005306547752504296,0.0005724287061207875,3.8412059075887575
0.0,66.39999999999999,1.8675,1.5,74.7,4.5,2.0100000000000002,10.0,2.6379232739836596,0.058170132537152544,0.0059376412261382475,3.8288622801470678
3.0,80.0,1.5075,1.0050000000000001,74.7,4.5,2.4899999999999998,10.0,2.8661387033754693,0.22378340807607744,0.024800295667916833,3.826648414055077
2.4899999999999998,53.6,1.5075,0.495,29.700000000000003,4.5,0.99,10.0,3.0885454536070824,0.7064483862888865,0.10245038299732712,3.7918043672285187
2.4899999999999998,40.0,1.8675,1.0050000000000001,29.700000000000003,4.5,1.5,10.0,3.054192239510428,0.6125647355952197,0.0821208014224803,3.789338709760302
0.0,66.39999999999999,1.5075,1.0050000000000001,74.7,4.5,3.0,10.0,2.6975159562898625,0.07485983517294775,0.0073196320448669396,3.788966545425946
0.0,40.0,2.25,0.0,90.0,3.735,3.0,8.299999999999999,2.370272067092145,0.01132358717472769,0.0010952042730096034,3.777726160284235
0.0,40.0,0.0,0.0,60.300000000000004,4.5,3.0,6.7,2.2916263219704263,0.006985669717566758,0.0006685919863806044,3.7567195824206987
1.5,26.400000000000002,1.125,1.0050000000000001,90.0,4.5,1.5,6.7,2.4248312066096673,0.012661807162036859,0.001156327992601334,3.737317935763353
3.0,66.39999999999999,0.0,0.0,90.0,3.735,0.0,8.299999999999999,2.112595220075434,0.002785711542892124,0.0002712299490243114,3.73460396310535
0.99,26.400000000000002,1.8675,1.5,74.7,4.5,2.4899999999999998,8.299999999999999,2.5421704018280593,0.024075852508088632,0.0021527237548037478,3.730777056374655
3.0,0.0,1.8675,1.5,45.0,4.5,1.5,8.299999999999999,2.761814263463009,0.09686607435336958,0.008775514639686278,3.724280549566987
3.0,53.6,0.0,0.75,60.300000000000004,4.5,0.99,8.299999999999999,2.6112302911493828,0.03574180955228985,0.0031560500102375197,3.7228116872666677
3.0,53.6,2.25,1.0050000000000001,74.7,3.735,0.0,10.0,2.7579929705824497,0.0934241676414797,0.008399585060145872,3.720093391660102
2.4899999999999998,80.0,2.25,0.495,29.700000000000003,4.5,2.0100000000000002,10.0,2.991060289398945,0.4424739247811268,0.04812052050018407,3.717980255164866
3.0,80.0,0.7425,1.0050000000000001,45.0,4.5,1.5,10.0,2.8905344423003783,0.2292947460797129,0.02184596902118893,3.7102047327126315
2.4899999999999998,53.6,1.125,1.0050000000000001,29.700000000000003,4.5,0.99,10.0,2.9106168697737473,0.25811491204912773,0.024325440218760375,3.6918477979660462
2.0100000000000002,80.0,1.8675,0.0,90.0,3.735,1.5,10.0,2.6058758780519042,0.03020282413355662,0.00253275259420682,3.687044236956667
