Mg-glutamate,K-glutamate,Amino acid,Spermidine,3-PGA,NTPs,PEG-8000,DNA,predict_yield,pi,ei,ucb
4.08,0.0,1.125,1.5,30.0,6.75,3.0,8.0,2.7491228524476092,0.13093198930029848,0.03382758565568485,5.32350550315554
5.04,0.0,0.0,1.5,48.0,6.75,3.0,7.0,2.4125649110761915,0.05815619283997799,0.014503935109567642,5.323219587447401
2.16,0.0,0.7425,0.495,30.0,6.21,1.5,10.0,3.5452672564365004,0.731406459195147,0.27638557013250475,5.313949117339004
3.12,80.0,0.7425,1.0050000000000001,36.0,6.75,0.0,9.0,3.21487489171608,0.39475961443995283,0.11736783943291298,5.313196239756243
4.08,26.400000000000002,2.25,0.495,30.0,6.75,3.0,9.0,2.9401881738574858,0.20751012938927765,0.05553342884074382,5.3120399204265425
5.04,26.400000000000002,0.7425,0.75,36.0,6.21,2.4899999999999998,9.0,3.394418669989802,0.5701710972253434,0.18841041076795717,5.3025804470373785
5.04,0.0,1.8675,0.495,30.0,6.21,3.0,9.0,3.2079694888204076,0.388010837063282,0.11402959850647874,5.298016640903539
2.16,0.0,1.125,1.5,36.0,6.75,2.4899999999999998,10.0,2.992893390849124,0.23307776637165661,0.0623609393051595,5.284207883782205
6.0,26.400000000000002,1.5075,0.75,48.0,6.75,0.0,8.0,3.0687115068639064,0.27961629947136013,0.07654166859262365,5.279009654847633
5.04,40.0,0.7425,0.75,42.0,6.21,0.99,9.0,3.555057784049094,0.747550661856955,0.2798240554989194,5.265209230896588
4.08,26.400000000000002,1.125,1.0050000000000001,54.0,6.75,0.99,10.0,3.3996465319388314,0.5776300705115114,0.18733743628284433,5.255866083275007
3.12,66.39999999999999,0.7425,0.495,36.0,6.75,0.99,9.0,3.3159663677029254,0.4886857013211698,0.14870922906130513,5.2471540298694554
3.12,26.400000000000002,1.5075,1.0050000000000001,30.0,6.21,0.99,10.0,3.6833185539555617,0.8744512843579435,0.3757690107772248,5.23547891026632
4.08,40.0,0.7425,1.2449999999999999,42.0,6.21,0.99,10.0,3.5181606105912935,0.7112441066625643,0.2532974331381862,5.234250329927276
5.04,0.0,0.7425,0.495,42.0,6.21,1.5,8.0,3.3754781050286784,0.5522341326120322,0.17306266644410048,5.223817578728125
3.12,53.6,0.7425,0.495,36.0,6.75,0.0,8.0,3.110537376722286,0.3027895094872434,0.08078385151505348,5.205212155646319
