Mg-glutamate,K-glutamate,Amino acid,Spermidine,3-PGA,NTPs,PEG-8000,DNA,MG_fluo_1,MG_fluo_2,MG_fluo_3,MG_fluo_4,MG_fluo_5,MG_fluo_6,MG_fluo_median,MG_fluo_std,MG_yield_1,MG_yield_2,MG_yield_3,MG_yield_4,MG_yield_5,MG_yield_6,MG_yield_median,MG_yield_std,MG_fluo_slope_1,MG_fluo_slope_2,MG_fluo_slope_3,MG_fluo_slope_4,MG_fluo_slope_5,MG_fluo_slope_6,MG_fluo_slope_min_1,MG_fluo_slope_min_2,MG_fluo_slope_min_3,MG_fluo_slope_min_4,MG_fluo_slope_min_5,MG_fluo_slope_min_6,MG_fluo_slope_median,MG_fluo_slope_std,MG_fluo_slope_min_median,MG_fluo_slope_min_std,MG_yield_slope_1,MG_yield_slope_2,MG_yield_slope_3,MG_yield_slope_4,MG_yield_slope_5,MG_yield_slope_6,MG_yield_slope_min_1,MG_yield_min_slope_2,MG_yield_slope_min_3,MG_yield_slope_min_4,MG_yield_slope_min_5,MG_yield_slope_min_6,MG_yield_slope_median,MG_yield_slope_std,MG_yield_slope_min_median,MG_yield_slope_min_std,MG_fluo_time_peak_1,MG_fluo_time_peak_2,MG_fluo_time_peak_3,MG_fluo_time_peak_4,MG_fluo_time_peak_5,MG_fluo_time_peak_6,MG_fluo_time_peak_median,MG_fluo_time_peak_std,MG_yield_time_peak_1,MG_yield_time_peak_2,MG_yield_time_peak_3,MG_yield_time_peak_4,MG_yield_time_peak_5,MG_yield_time_peak_6,MG_yield_time_peak_median,MG_yield_time_peak_std,GFP_fluo_1,GFP_fluo_2,GFP_fluo_3,GFP_fluo_4,GFP_fluo_5,GFP_fluo_6,GFP_fluo_median,GFP_fluo_std,GFP_yield_1,GFP_yield_2,GFP_yield_3,GFP_yield_4,GFP_yield_5,GFP_yield_6,GFP_yield_median,GFP_yield_std,GFP_fluo_slope_1,GFP_fluo_slope_2,GFP_fluo_slope_3,GFP_fluo_slope_4,GFP_fluo_slope_5,GFP_fluo_slope_6,GFP_fluo_slope_min_1,GFP_fluo_slope_min_2,GFP_fluo_slope_min_3,GFP_fluo_slope_min_4,GFP_fluo_slope_min_5,GFP_fluo_slope_min_6,GFP_fluo_slope_median,GFP_fluo_slope_std,GFP_fluo_slope_min_median,GFP_fluo_slope_min_std,GFP_yield_slope_1,GFP_yield_slope_2,GFP_yield_slope_3,GFP_yield_slope_4,GFP_yield_slope_5,GFP_yield_slope_6,GFP_yield_slope_min_1,GFP_yield_min_slope_2,GFP_yield_slope_min_3,GFP_yield_slope_min_4,GFP_yield_slope_min_5,GFP_yield_slope_min_6,GFP_yield_slope_median,GFP_yield_slope_std,GFP_yield_slope_min_median,GFP_yield_slope_min_std,name_plate,Buffer,well_1,well_2,well_3,well_4,well_5,well_6
9.0,240.0,0.0,0.0,22.5,2.25,0.0,1.0,28673.0,26598.0,20252.0,,,,26598.0,4387.303309931208,0.0433551789661454,-0.1980455268158377,-0.9363245045953392,,,,-0.1980455268158377,0.4167469832146114,3802.724588407381,3438.1469515996223,3376.488722184344,,,,-944.141637921438,-1032.4250118569482,-1845.77646617022,,,,3438.1469515996223,230.360443714432,-1032.4250118569482,497.0378768025231,0.0641878776280176,0.0471170407633212,0.0442299805888946,,,,0.0388358344702139,,0.1391541609822646,,,,0.0471170407633212,0.008806981081544,0.0486584811277854,0.0451537116646661,507.683361,73.400004,36.700002,,,,73.400004,261.97145161541056,0.1397849462365591,0.903225806451613,0.9677419354838708,,,,0.903225806451613,0.3760196587642551,36590.0,40101.66666666666,42663.5,,,,40101.66666666666,3049.103558303532,0.5162076408160018,0.5686002446811685,0.6068217308706074,,,,0.5686002446811685,0.0371435357958015,9070.299233226202,8795.639847649058,9076.838742406611,,,,-1606.6172732867185,-1666.4070715075948,-1227.7928486216424,,,,9070.299233226202,160.49577444012087,-1606.6172732867185,237.8603235836692,0.2487110646487205,0.2407279811827318,0.2489011380645774,,,,0.4372102199861891,,0.277202328104962,,,,0.2487110646487205,0.0038088528886094,0.4372102199861891,0.0820313401854487,plate 1,P1_Buffer 11,C9,G5,K1,,,
4.5,40.8,1.5075,0.495,45.0,2.25,0.0,8.2,37634.0,37562.0,35318.666666666664,,,,37562.0,1316.466032533623,1.0858572148757126,1.0774809012293016,0.816496684375848,,,,1.0774809012293016,0.1250502207861936,19195.91176044078,18295.09437083955,18721.68056791152,,,,-6443.868858644749,-6185.558246018626,-7308.7189477537395,,,,18721.68056791152,450.6186445521359,-6443.868858644749,588.2431485858582,0.7849522924242013,0.7427727807091892,0.7627470814993023,,,,0.6507503410641197,,0.746975898135516,,,,0.7627470814993023,0.0172277402038753,0.6507503410641197,0.0534393106835884,73.400004,67.28333699999999,30.583335,,,,67.28333699999999,23.157327516520745,0.903225806451613,0.913978494623656,0.978494623655914,,,,0.913978494623656,0.0332387759695186,3110.6666666666665,3210.0,4025.0,,,,3210.0,501.68010317923313,0.0167099334586578,0.0181919454142173,0.0303514059220799,,,,0.0181919454142173,0.0061113610981606,760.2179422224557,829.7002272642931,814.1688929608235,,,,-361.5414361168543,-328.61033631551294,-421.0976804384291,,,,814.1688929608235,36.468514651808576,-361.5414361168543,46.87805526883507,0.007175271448597,0.0091948014920763,0.0087433771294162,,,,-0.0886850152905199,,-0.0635296438788597,,,,0.0087433771294162,0.0008654633298564,-0.0886850152905199,0.0161669236846783,plate 1,P1_Buffer 12,D9,H5,L1,,,
2.97,240.0,0.3825,1.5,45.0,2.25,2.01,10.0,36230.333333333336,35216.666666666664,31616.333333333336,,,,35216.666666666664,2424.833885108497,0.9225578780005432,0.8046302400434324,0.3857757784930392,,,,0.8046302400434324,0.2303333357709833,17797.274234480974,16974.930955044638,15841.260327841006,,,,-5211.171378137804,-5526.702696092497,-5486.648202362498,,,,16974.930955044638,982.1276192691164,-5486.648202362498,171.78079819114186,0.719463050550893,0.680957979057878,0.6278754408508077,,,,0.5135970895861757,,0.5442473851750794,,,,0.680957979057878,0.0375480235369208,0.5442473851750794,0.0156055322804518,42.816669,36.700002,30.583335,,,,36.700002,6.116667,0.956989247311828,0.9677419354838708,0.978494623655914,,,,0.9677419354838708,0.0087795331282551,46884.333333333336,46722.333333333336,54563.5,,,,46884.333333333336,4481.066453961022,0.6697948059956833,0.6673778334775561,0.784364773868847,,,,0.6697948059956833,0.0545874054630904,16083.922829214018,16450.13534331688,18376.83823559465,,,,-1584.663206752493,-1763.3319397172158,-1237.6021123922549,,,,16450.13534331688,1231.784390049297,-1584.663206752493,267.32183184845405,0.4525648031552186,0.4632089144432036,0.5192092945900353,,,,0.4279372595442448,,0.2813455657492354,,,,0.4632089144432036,0.0292324551755331,0.4279372595442448,0.0921917863264163,plate 1,P1_Buffer 13,E9,I5,M1,,,
2.97,240.0,1.5075,0.495,45.0,2.25,0.51,10.0,42405.333333333336,30617.0,36365.66666666666,,,,36365.66666666666,5894.7652577897,1.6409431108698185,0.269515647419242,0.9383022453174076,,,,0.9383022453174076,0.5599397772160588,24511.715285465118,11236.511649236423,20286.258139324196,,,,-6022.070516508419,-5416.348478673108,-6591.825253851488,,,,20286.258139324196,6782.126402194578,-6022.070516508419,587.8300912151395,1.033857342045548,0.4122645378243159,0.8360062334253765,,,,0.6038199181446109,,0.6672123692587539,,,,0.8360062334253765,0.259289563579817,0.6038199181446109,0.0534017862326586,48.933336,36.700002,36.700002,,,,36.700002,7.062918677986601,0.9462365591397848,0.9677419354838708,0.9677419354838708,,,,0.9677419354838708,0.0101377316299146,19149.0,23922.33333333333,44287.5,,,,23922.33333333333,13350.835846007434,0.2559951859477417,0.3272113309263071,0.6310511343856613,,,,0.3272113309263071,0.1626370635394085,4017.7109527133,5227.520151088822,11930.51706100725,,,,-348.462417756038,-436.27868389294827,-725.8855190253132,,,,5227.520151088822,4262.360581851017,-436.27868389294827,197.49768476505028,0.1018555917223027,0.1370191736558245,0.3318444249091212,,,,-0.0942093321495512,,0.0652066686396374,,,,0.1370191736558245,0.1011534694362646,-0.0571174903817698,0.0681114005089695,plate 1,P1_Buffer 14,F9,J5,N1,,,
2.97,79.2,0.3825,1.5,45.0,2.25,0.99,10.0,41331.333333333336,31297.0,35916.66666666667,,,,35916.66666666667,5022.412777850017,1.5159964323108548,0.3486252763020124,0.8860666227168734,,,,0.8860666227168734,0.4770756033414817,22258.854372814483,10066.640167641252,21420.62942822572,,,,-9157.765168514165,-5216.076010023106,-11644.41353436439,,,,21420.62942822572,6810.112338917108,-9157.765168514165,3241.498029317252,0.9283702873390386,0.3574869453481696,0.8891215791344288,,,,0.952705775352433,,1.2293769895407003,,,,0.8891215791344288,0.2603595025471605,0.952705775352433,0.2944758824396939,48.933336,30.583335,36.700002,,,,36.700002,9.343363176112817,0.9462365591397848,0.978494623655914,0.9677419354838708,,,,0.9677419354838708,0.0134109583755338,21957.666666666668,16150.5,24727.5,,,,21957.666666666668,4377.215446469915,0.2978993226509115,0.2112588149872189,0.3392240821969584,,,,0.2978993226509115,0.0533223144157,3252.5883786055374,2699.182414213494,8597.00225629416,,,,-492.09806582571855,-515.9205635543484,-463.13738231248215,,,,3252.5883786055374,3257.127997359428,-492.09806582571855,26.43323920620941,0.0796170020670483,0.0635320392501603,0.2349545011760793,,,,-0.0335404952155469,,-0.0457729111176876,,,,0.0796170020670483,0.0772974953676536,-0.0335404952155469,0.0091160812566757,plate 1,P1_Buffer 15,G9,K5,O1,,,
1.53,240.0,0.0,0.255,0.0,2.25,0.0,10.0,30677.666666666664,27952.0,29286.666666666664,,,,29286.666666666664,1362.9303533739885,0.2765734672509399,-0.0405242951874978,0.114747741109861,,,,0.114747741109861,0.1294638352936533,12844.997353717545,4258.037915093303,9628.960160352495,,,,-5529.15501203515,-9497.002207247842,-7123.160374759656,,,,9628.960160352495,4338.309451739339,-7123.160374759656,1996.6550990186304,0.4875796265412691,0.0855072859993985,0.3369931924433385,,,,0.548976807639836,,0.7263301500682127,,,,0.3369931924433385,0.1658592449783444,0.7263301500682127,0.181387360687388,12.233334,42.816669,12.233334,,,,12.233334,17.657296694966504,1.010752688172043,0.956989247311828,1.010752688172043,,,,1.010752688172043,0.0253443290747866,29631.666666666668,28668.5,31812.0,,,,29631.666666666668,1610.5452349138484,0.4123922060096082,0.3980221605546106,0.4449218711146918,,,,0.4123922060096082,0.0196193220203592,4900.544692068408,5071.389369406574,5276.566469941882,,,,-738.030321788928,-278.1626940666495,-340.2880312805273,,,,5071.389369406574,188.2719326727461,-340.2880312805273,249.51176398776707,0.1275155028629807,0.1324811708522416,0.138444724274751,,,,0.0703363914373091,,-0.0976620301864459,,,,0.1324811708522416,0.0044680309940011,-0.0976620301864459,0.0860495944997411,plate 1,P1_Buffer 16,H9,L5,P1,,,
0.0,240.0,2.25,0.495,45.0,2.25,0.51,6.4,38852.333333333336,38611.0,35212.0,,,,38611.0,2035.659989436496,1.2275952999573432,1.1995191375499283,0.8040873308256098,,,,1.1995191375499283,0.1933659698266107,14452.315288702168,14955.040056946047,12664.576966508072,,,,-2622.3431813436964,-2355.858182242061,-1889.918153137976,,,,14452.315288702168,1203.810731933243,-2355.858182242061,370.7112055247913,0.5628400360882524,0.5863794187604234,0.4791316947808735,,,,0.2255570713960891,,0.1440654843110505,,,,0.5628400360882524,0.0460232589022034,0.195907230559345,0.0336774875041922,122.33334,110.100006,122.33334,,,,122.33334,7.062918677986601,0.8172043010752688,0.8387096774193549,0.8172043010752688,,,,0.8172043010752688,0.0101377316299147,6165.666666666667,3406.333333333333,4083.0,,,,4083.0,1438.1294950192923,0.0622892608838361,0.0211211569639642,0.0312167417619033,,,,0.0312167417619033,0.0175189898787719,1391.280578131849,680.9263934100062,770.0272059930679,,,,-329.5445519127141,-246.86647156041036,-280.96534085825306,,,,770.0272059930679,386.9749722631951,-280.96534085825306,41.54984477469446,0.0255173560787854,0.0048706312813324,0.0074603815723823,,,,-0.1021998618920786,,-0.1227187530827662,,,,0.0074603815723823,0.0091836108836257,-0.1227187530827662,0.0143293736425386,plate 1,P1_Buffer 17,A2,I9,M5,,,
9.0,79.2,0.0,1.5,45.0,1.5075,1.5,10.0,33306.333333333336,34249.0,28247.0,,,,33306.333333333336,3227.730839207379,0.5823864738046304,0.6920541358048629,-0.0062046767751195,,,,0.5823864738046304,0.3065999760772256,14164.8104386635,20269.90936637318,10127.364181459325,,,,-5748.228569578827,-11158.854977719078,-10150.953125288665,,,,14164.8104386635,5106.277640071306,-10150.953125288665,2877.346224852793,0.549378024441589,0.835240725045794,0.3603302621866198,,,,0.5733515234197362,,1.0632105502501137,,,,0.549378024441589,0.1952196733436053,1.0632105502501137,0.2613942877597598,24.466668,18.350001,24.466668,,,,24.466668,3.5314593389933004,0.989247311827957,1.0,0.989247311827957,,,,0.989247311827957,0.0050688658149573,30679.666666666668,21466.666666666668,18490.0,,,,21466.666666666668,6355.153904363619,0.4280279294602094,0.2905738071793035,0.2461631804573349,,,,0.2905738071793035,0.0774171431113655,8467.846949981094,7553.950542019049,6532.969671227814,,,,-1253.483777544676,-1234.565911701353,-1044.453037670913,,,,7553.950542019049,967.9323897569204,-1234.565911701353,115.61043834962346,0.2312005512129059,0.2046377913469078,0.1749625792962532,,,,0.2880536647923454,,0.1997632435631847,,,,0.2046377913469078,0.0229707734771533,0.2800631350498181,0.039870790783276,plate 1,P1_Buffer 18,B2,J9,N5,,,
1.53,40.8,2.25,0.495,45.0,2.25,0.0,1.0,30384.333333333336,24529.666666666664,23016.666666666664,,,,24529.666666666664,3891.2038173485807,0.2424477449877846,-0.4386706480009313,-0.6146895722650956,,,,-0.4386706480009313,0.369622826915659,6749.590912828837,2659.7118052317423,1808.1742883828724,,,,-3231.685304618163,-2218.52848945349,-6699.260047529616,,,,2659.7118052317423,2641.6480182426303,-3231.685304618163,2349.734617119253,0.2021707630478171,0.0106679060611859,-0.0292041446810837,,,,0.2933541220035081,,0.6791658546092371,,,,0.0106679060611859,0.1009936590919304,0.2933541220035081,0.2134630867016228,587.200032,30.583335,0.0,,,,30.583335,330.54534871424045,-0.0,0.978494623655914,1.032258064516129,,,,0.978494623655914,0.4744469233697559,4429.333333333333,3559.5,4160.0,,,,4160.0,445.2996598213802,0.0363838908284347,0.0234063398283253,0.032365549687186,,,,0.032365549687186,0.0054245464406713,890.190687183069,726.7029576728635,810.0816997230684,,,,-266.9521069002355,-271.85673878554155,-293.1101436218684,,,,810.0816997230684,81.74931416444552,-271.85673878554155,13.904468803214908,0.0109529805887524,0.0062011451923305,0.0086245812445056,,,,-0.1286376640031568,,-0.1175890302850942,,,,0.0086245812445056,0.0019400580014227,-0.1265660451810202,0.0047952604844299,plate 1,P1_Buffer 19,C2,K9,O5,,,
9.0,0.0,2.25,0.495,45.0,1.125,0.0,2.8,29386.333333333336,24581.666666666664,26187.333333333336,,,,26187.333333333336,2445.9690725157816,0.1263427308333657,-0.4326210881451901,-0.2458215379842557,,,,-0.2458215379842557,0.2323409529721291,7498.948598733828,3557.960101940672,7361.385352045952,,,,-3509.264113936562,-4991.280381946575,-4583.378496818611,,,,7361.385352045952,2236.677506624268,-4583.378496818611,765.5583881554866,0.2372583864176943,0.0527271236022637,0.2308171801952046,,,,0.3242382901318781,,0.4437471577989993,,,,0.2308171801952046,0.0855111067192346,0.4437471577989993,0.0695476226955103,587.200032,18.350001,36.700002,,,,36.700002,323.2587620197896,-0.0,1.0,0.9677419354838708,,,,0.9677419354838708,0.4639881507611057,44036.66666666666,25655.0,26832.0,,,,26832.0,10289.73237063332,0.6273088055381494,0.3530619958424094,0.3706223455574453,,,,0.3706223455574453,0.1253473472873728,18796.184261788327,13620.98018414277,13543.323512625428,,,,-1445.6986366688166,-1526.274731927418,-1703.0750336977392,,,,13620.98018414277,3010.573418636572,-1526.274731927418,131.6519803502081,0.5313977523818574,0.3809784029081231,0.3787212810948229,,,,0.3692413929170367,,0.4779520568215447,,,,0.3809784029081231,0.0714463125396671,0.403275130709283,0.0454030677478545,plate 1,P1_Buffer 20,D2,L9,P5,,,
9.0,40.8,0.0,0.0,45.0,1.125,0.0,8.2,31065.666666666664,30561.0,26360.666666666664,,,,30561.0,2583.102577507508,0.3217124907899324,0.2630007368053668,-0.2256563384651187,,,,0.2630007368053668,0.2453671721472614,13509.808528075831,8265.472496237386,5707.823744999875,,,,-5013.351225430451,-6638.419256761896,-7237.6017854168,,,,8265.472496237386,3977.3440490041976,-6638.419256761896,1150.8805587245165,0.5187084780053042,0.2731497935861332,0.1533914755174017,,,,0.4915870850386536,,0.73906321055025,,,,0.2731497935861332,0.1520590654782511,0.6723965438835833,0.1045524523068961,48.933336,42.816669,30.583335,,,,42.816669,9.343363176112817,0.9462365591397848,0.956989247311828,0.978494623655914,,,,0.956989247311828,0.0134109583755338,26584.33333333333,18668.0,13605.0,,,,18668.0,6541.730100187847,0.36692726205751,0.2488188663105859,0.1732810153273854,,,,0.2488188663105859,0.0796899749374178,9228.06489220355,7701.906937225784,7369.209407672514,,,,-1029.9726959142945,-820.941956040532,-1249.9804690551705,,,,7701.906937225784,991.2273084484608,-1029.9726959142945,214.5426593572134,0.2532965858062677,0.2089382023806695,0.199268217348951,,,,0.1936470356121142,,0.2865739370622472,,,,0.2089382023806695,0.0235236037224212,0.1936470356121142,0.0739897331714163,plate 1,P1_Buffer 21,A6,E2,M9,,,
0.0,40.8,1.125,0.255,45.0,1.5075,0.0,10.0,36919.0,35389.333333333336,30500.333333333336,,,,35389.333333333336,3352.647781701523,1.00267576685927,0.8247178811028816,0.255942916973669,,,,0.8247178811028816,0.3184657522178872,16150.135359665652,13423.977470082977,10576.838660662746,,,,-3686.648300455133,-4402.724555709835,-6932.697169880268,,,,13423.977470082977,2786.867187786236,-4402.724555709835,1705.4012184081575,0.6423380813079259,0.5146895590124945,0.3813762747081501,,,,0.3439745338790357,,0.7051386994088222,,,,0.5146895590124945,0.106545577894594,0.4236471123237835,0.1549282227422017,73.400004,73.400004,48.933336,,,,73.400004,14.125837355973202,0.903225806451613,0.903225806451613,0.9462365591397848,,,,0.903225806451613,0.0202754632598292,3946.3333333333335,4327.666666666667,4609.0,,,,4327.666666666667,332.588501170908,0.0291777320243885,0.034867066511503,0.0390644426540944,,,,0.034867066511503,0.0040515229024844,960.4904108724576,1083.923646652663,1050.4086621030706,,,,-353.13349574204403,-329.7781058120144,-400.3113834007032,,,,1050.4086621030706,63.828298046272536,-353.13349574204403,35.93088404636471,0.0129962698092138,0.0165839055335123,0.0156097792772458,,,,-0.0922363618427542,,-0.0723093617441057,,,,0.0156097792772458,0.0015147601127609,-0.0922363618427542,0.0123915520165954,plate 1,P1_Buffer 22,B6,F2,N9,,,
0.0,240.0,0.0,1.005,22.5,2.25,0.0,10.0,34025.333333333336,34612.666666666664,26880.666666666664,,,,34025.333333333336,4304.552749168069,0.6660332725792067,0.734362275565207,-0.165160739907706,,,,0.6660332725792067,0.408886563243352,16240.17038784591,14504.631362145436,6469.209456718834,,,,-3622.888085946154,-3098.092474218395,-5621.525579208418,,,,14504.631362145436,5212.993037042967,-3622.888085946154,1331.5202401091497,0.6465538453126283,0.5652896629029174,0.1890422943379721,,,,0.3368804001819008,,0.5592542064574806,,,,0.5652896629029174,0.1992995425567588,0.3368804001819008,0.1209627752804902,48.933336,61.16667,36.700002,,,,48.933336,12.233334,0.9462365591397848,0.924731182795699,0.9677419354838708,,,,0.9462365591397848,0.0175590662565101,12387.0,11159.0,31132.5,,,,12387.0,11194.064323708944,0.155108962691095,0.1367877142203523,0.4347840141636578,,,,0.155108962691095,0.1363637282098497,1752.5884603494032,1417.4386148534818,6269.754426716381,,,,-721.2144410393065,-622.1875877359821,-719.8131176435049,,,,1752.5884603494032,2709.92258575452,-719.8131176435049,56.77297695227661,0.0360189123048777,0.0262776497422129,0.1673121243080139,,,,0.0632336983328401,,0.0626418072408012,,,,0.0360189123048777,0.0643113284736979,0.0626418072408012,0.0195794040617903,plate 1,P1_Buffer 23,C6,G2,O9,,,
6.03,160.8,1.5075,0.0,14.85,2.25,0.0,10.0,37008.333333333336,34975.666666666664,36820.333333333336,,,,36820.333333333336,1123.2299325968338,1.0130686004575953,0.7765928568658623,0.9911971148252998,,,,0.9911971148252998,0.1066948539451268,28470.45387860507,18955.234467211827,20287.1923549214,,,,-12003.269100639292,-10361.852296356828,-15714.440560520958,,,,20287.1923549214,5152.334121971454,-12003.269100639292,2742.178083679973,1.2192197282445247,0.773682915493343,0.8360499767613528,,,,1.269304229195089,,1.682219190541155,,,,0.8360499767613528,0.196980472889902,1.269304229195089,0.2491148548279487,18.350001,24.466668,12.233334,,,,18.350001,6.116667,1.0,0.989247311827957,1.010752688172043,,,,1.0,0.0087795331282551,75621.33333333333,67091.66666666667,79365.5,,,,75621.33333333333,6290.481992220024,1.0985388754612635,0.971279801867932,1.1544002824774464,,,,1.0985388754612635,0.0766293235316903,26941.142945986765,19220.434919867315,35054.22152293072,,,,-3195.250896327316,-2013.9352736664305,-474.1144155795899,,,,26941.142945986765,7917.703524503409,-2013.9352736664305,1364.4986027962852,0.7681341918315948,0.5437287652355723,1.00394402337903,,,,1.10821742132781,,-0.0411364308967175,,,,0.7681341918315948,0.1879013204282804,0.6092532307388777,0.4705772168395243,plate 1,P1_Buffer 24,D6,H2,P9,,,
2.97,40.8,2.25,1.005,14.85,2.25,2.01,10.0,38294.0,42110.0,35100.333333333336,,,,38294.0,3509.434654270198,1.162640089967813,1.6065847132275954,0.7910962888277041,,,,1.162640089967813,0.3333588315276178,36765.35416615429,35089.604938674696,18527.830831492287,,,,-13020.16277819277,-15994.822016630958,-11922.34267453174,,,,35089.604938674696,10080.573350369488,-13020.16277819277,2107.0870317673507,1.6076168083768485,1.529152199469612,0.7536703392842498,,,,1.3824465666211911,,1.260300136425648,,,,1.529152199469612,0.3853935048756778,1.3824465666211911,0.1914196175487471,12.233334,18.350001,30.583335,,,,18.350001,9.343363176112817,1.010752688172043,1.0,0.978494623655914,,,,1.0,0.0134109583755338,53872.0,28148.666666666668,31263.33333333333,,,,31263.33333333333,14038.891425053636,0.7740478819164702,0.3902664637603318,0.4367359929977421,,,,0.4367359929977421,0.1710188113354797,22051.22495633652,13133.786750202362,13261.307179220325,,,,-1628.8048937202502,-2562.786937022124,-2002.9582403993163,,,,13261.307179220325,5112.071011317258,-2002.9582403993163,470.0569741360933,0.6260067951246169,0.3668179334267861,0.3705243650359952,,,,0.4465818289434761,,0.6046167505179049,,,,0.3705243650359952,0.1213186235348328,0.6046167505179049,0.1621094387283848,plate 1,P1_Buffer 25,A10,E6,I2,,,
6.03,0.0,2.25,0.495,45.0,2.25,0.99,2.8,31372.333333333336,30861.666666666664,29047.333333333336,,,,30861.666666666664,1221.8981742142616,0.3573893822468686,0.2979796021251013,0.0869042540815139,,,,0.2979796021251013,0.1160672836880338,10328.337311807236,8989.022476269696,7294.00505209782,,,,-3903.269542056159,-3801.089711112277,-7301.361999925775,,,,8989.022476269696,1520.6369586048722,-3903.269542056159,1992.0416313386363,0.3697405473384916,0.3070290072996691,0.2276621920879242,,,,0.3680763983628923,,0.7461573442473846,,,,0.3070290072996691,0.058135939966028,0.3680763983628923,0.1809682473780827,73.400004,36.700002,42.816669,,,,42.816669,19.662333456430165,0.903225806451613,0.9677419354838708,0.956989247311828,,,,0.956989247311828,0.0282222504444867,6198.666666666667,3742.6666666666665,4539.0,,,,4539.0,1253.0347309779715,0.0627816071375287,0.0261391101960433,0.0380200718129283,,,,0.0380200718129283,0.0152642045419271,1061.035364521234,748.7738011567413,905.7220214865388,,,,-297.08055990997326,-386.7652572412861,-361.7749900161546,,,,905.7220214865388,156.1314949778661,-361.7749900161546,46.2839563242604,0.0159186485780132,0.0068426429708474,0.0114044049514124,,,,-0.1159120055243169,,-0.0885863667751801,,,,0.0114044049514124,0.0037052807011516,-0.0885863667751801,0.0159620356567299,plate 1,P1_Buffer 26,B10,F6,J2,,,
0.0,240.0,2.25,0.0,30.15,0.0,3.0,10.0,25374.0,25962.666666666664,27047.666666666664,,,,25962.666666666664,849.0105570167689,-0.3404428588048245,-0.2719587388994461,-0.1457323457556139,,,,-0.2719587388994461,0.0806469403547217,2926.4303582326797,3130.790020120435,2264.305053716347,,,,-735.6947827959243,-747.1389238616396,-2140.05437928859,,,,2926.4303582326797,452.9475663716528,-747.1389238616396,807.5240255035804,0.0231566284823796,0.0327254832271646,-0.0078464608907236,,,,0.0156434743065029,,0.1718963165075034,,,,0.0231566284823796,0.0173167779313347,0.0169167803547067,0.0733600168350271,73.400004,73.400004,593.316699,,,,73.400004,300.17404381443055,0.903225806451613,0.903225806451613,-0.010752688172043,,,,0.903225806451613,0.430853594271373,23891.33333333333,23306.666666666668,24056.5,,,,23891.33333333333,393.9892483022564,0.326748823839505,0.3180258407185271,0.3292130417052089,,,,0.326748823839505,0.0047994938406152,14115.530565911147,13013.62326901236,11695.094730512554,,,,-2258.9333140324384,-1991.514099333603,-1923.783468536516,,,,13013.62326901236,1211.8324162935314,-1991.514099333603,177.21262825311177,0.3953527049822994,0.363325334410416,0.3250017819382736,,,,0.7127355233303743,,0.5711749038176973,,,,0.363325334410416,0.028758959015661,0.599782973266253,0.0611156546597188,plate 1,P1_Buffer 27,C10,G6,K2,,,
0.0,40.8,0.0,0.0,45.0,1.5075,3.0,8.2,35956.666666666664,33488.333333333336,30268.333333333336,,,,33488.333333333336,2852.4318734358194,0.890720130298212,0.6035599332997248,0.2289525730019002,,,,0.6035599332997248,0.2709505803687457,17395.911858533418,15198.519996966605,11385.285483090713,,,,-2494.0053136781858,-3865.667364268808,-4287.465706405139,,,,15198.519996966605,3041.296814306409,-3865.667364268808,937.716268631735,0.7006698198321352,0.59778002569921,0.4192306640785194,,,,0.2112778535698045,,0.4108231014097315,,,,0.59778002569921,0.1162727553180116,0.3638926784902226,0.0851874112481101,91.750005,36.700002,73.400004,,,,73.400004,28.030089528338447,0.8709677419354839,0.9677419354838708,0.903225806451613,,,,0.903225806451613,0.0402328751266014,1849.0,1972.0,2167.5,,,,1972.0,160.6193740908404,-0.0021136076547409,-0.0002784988909776,0.0026382796725648,,,,-0.0002784988909776,0.0019566313039107,527.2479276704129,552.5885257444947,555.8582803346987,,,,-512.1837011655438,-576.8781312717251,-564.7333285081098,,,,552.5885257444947,15.65987167575739,-564.7333285081098,34.38587126222355,0.0004039060086958,0.0011404404951412,0.0012354772030696,,,,-0.0250567228963204,,-0.0028608069448554,,,,0.0011404404951412,0.0003716368712854,-0.0028608069448554,0.0118587205322299,plate 1,P1_Buffer 28,D10,H6,L2,,,
